"typ","kml","vater","mutter","hskfg","hskfg2","schlupf","genera","mort","EN1","EN2","EN3","EN4","EN5","EN6","EN7","EN8","EN9","EN10","EN11","EN12","EN13","BW32","EW30","EW40","EW50","EW70","Gruppe"
12,50801668,4877683,4877258,551080,551063,45,50,NA,13,24,26,28,28,27,27,27,NA,28,25,26,28,2188,56.9,61.5,61.6,71.4,"IC"
12,50801669,4877683,4877258,551205,551205,45,50,NA,20,27,27,27,28,25,27,28,NA,27,27,25,24,2149,49.7,58.3,55.7,62.1,"IC"
12,50801671,4877683,4877437,551221,551074,45,50,NA,14,28,25,27,26,26,24,26,NA,11,18,14,3,2261,59.5,64.9,66.6,74.5,"IC"
12,50801672,4877683,4877437,551047,551165,45,50,NA,7,28,28,26,27,26,27,24,NA,25,21,23,23,1668,56.4,61.1,58.1,63.1,"IC"
12,50801677,4877683,4877463,551037,551059,45,50,NA,11,26,28,27,27,27,27,27,NA,28,28,28,25,1748,55,59,59.4,60.8,"IC"
12,50801690,4877470,4877154,551181,551069,45,50,NA,18,27,28,27,26,26,27,26,NA,25,26,23,24,1619,54.3,60.3,59.2,NA,"IC"
12,50801691,4877470,4877154,551130,551029,45,50,NA,23,26,27,26,27,22,25,25,NA,24,24,25,24,1738,59.4,63.5,68.6,72.2,"IC"
12,50801694,4877470,4877189,551198,551089,45,50,NA,18,27,28,27,26,27,28,26,NA,26,25,27,25,1789,54.1,60.8,61,66.1,"IC"
12,50801697,4877470,4877280,551090,551216,45,50,NA,19,28,28,27,27,26,26,25,NA,27,26,24,25,1612,58.9,64.4,66,71.2,"IC"
12,50801701,4877470,4877484,551151,551034,45,50,NA,23,23,26,25,24,24,26,25,NA,23,26,24,23,1389,52.5,59,59.5,69.7,"IC"
12,50801703,4877470,4877636,551175,551064,45,50,NA,10,27,26,28,28,28,27,28,NA,25,23,20,20,1841,59.8,59.9,59.8,70,"IC"
12,50801704,4877470,4877636,551249,551240,45,50,NA,20,28,26,26,22,18,20,24,NA,22,25,20,25,1546,56.7,55.3,55.6,NA,"IC"
12,50801706,4877533,4877299,551206,551013,45,50,NA,15,27,27,25,27,26,28,24,NA,28,25,26,23,1926,49.9,53.5,56.1,55.4,"IC"
12,50801707,4877533,4877299,551067,551191,45,50,NA,26,27,27,26,24,26,26,28,NA,26,26,25,26,1807,50.9,58.1,54.3,57.8,"IC"
12,50801713,4877533,4877417,551036,551149,45,50,NA,24,27,28,27,25,26,24,20,NA,6,8,6,10,1530,50.4,56.2,57.4,65,"IC"
12,50801718,4877533,4877483,551220,551220,45,50,NA,9,21,26,27,26,26,24,25,NA,19,24,19,14,2122,63.3,62.9,68.3,NA,"IC"
12,50801723,4877533,4877643,551060,551183,45,50,NA,22,28,28,26,25,26,26,26,NA,25,24,23,24,1720,55.9,61.4,58.7,63.5,"IC"
12,50801725,4877533,4877643,551113,551044,45,50,NA,12,23,27,27,26,27,27,26,NA,20,18,15,9,1982,58.2,64.6,66.2,NA,"IC"
12,50801727,4877338,4877144,551023,551131,45,50,NA,8,24,28,25,19,24,27,25,NA,25,24,22,21,1529,59.8,70,70.5,71.6,"IC"
12,50801729,4877338,4877144,551210,551079,45,50,NA,5,17,21,21,24,13,18,17,NA,15,9,22,24,2014,59.5,69.8,72.6,71.5,"IC"
12,50801733,4877338,4877181,551178,551014,45,50,NA,14,22,28,23,26,27,28,28,NA,25,27,3,0,1711,53.5,61.9,61,NA,"IC"
12,50801735,4877338,4877233,551241,551241,45,50,NA,21,21,28,27,27,27,27,28,NA,26,25,26,27,1713,58.9,61.6,59.2,69.1,"IC"
12,50801736,4877338,4877233,551094,551019,45,50,NA,9,21,21,26,27,24,25,25,NA,25,22,22,14,1875,57.7,67.7,68.9,71.1,"IC"
12,50801746,4877288,4877295,551172,551024,45,50,NA,18,28,28,28,28,26,27,27,NA,27,25,26,24,1546,51.9,55.4,59,NA,"IC"
12,50801747,4877288,4877295,551077,551203,45,50,NA,14,28,27,28,26,24,28,23,NA,20,12,17,14,1376,48.7,54,57.2,NA,"IC"
12,50801750,4877288,4877314,551053,551175,45,50,NA,5,27,27,26,19,24,26,25,NA,19,19,8,20,1621,58.3,65.9,67.2,69.9,"IC"
