"typ","kml","vater","mutter","hskfg","hskfg2","schlupf","genera","mort","EN1","EN2","EN3","EN4","EN5","EN6","EN7","EN8","EN9","EN10","EN11","EN12","EN13","BW32","EW30","EW40","EW50","EW70","Gruppe"
12,50800717,4877650,4877566,551014,551091,44,50,NA,26,27,28,27,27,28,28,26,NA,27,27,25,26,1602,56.1,59.7,59.4,64,"IC"
12,50800721,4877664,4877168,551075,551202,44,50,NA,27,28,28,28,27,23,27,26,NA,22,21,25,22,1593,52,56.6,56.7,59.8,"IC"
12,50800722,4877664,4877168,551235,551005,44,50,NA,25,23,22,18,24,19,20,19,NA,12,14,7,5,1424,49.7,54,58.2,NA,"IC"
12,50800723,4877664,4877168,551240,551092,44,50,NA,28,28,28,28,24,27,27,26,NA,16,17,12,7,1863,52.5,56.6,57.5,NA,"IC"
12,50800726,4877664,4877260,551116,551052,44,50,11,20,27,26,9,28,28,28,27,NA,19,2,0,0,2200,57.6,64.8,65.2,NA,"IC"
12,50800727,4877664,4877342,551055,NA,44,50,4,6,22,21,13,0,0,0,0,NA,NA,NA,NA,NA,2210,54.4,NA,NA,NA,"IC"
12,50800728,4877664,4877342,551133,551071,44,50,NA,1,25,26,28,28,27,28,28,NA,28,27,22,26,1804,51.8,60.2,60.8,56.9,"IC"
12,50800729,4877664,4877342,551018,551119,44,50,NA,16,28,27,22,26,28,26,28,NA,21,26,21,20,1707,48.8,58,55.3,NA,"IC"
12,50800731,4877664,4877368,551123,551123,44,50,NA,26,24,25,28,25,26,25,22,NA,18,23,20,16,1640,47.4,57.1,54,60,"IC"
12,50800737,4877664,4877594,551169,551169,44,50,NA,27,28,27,27,26,27,14,8,NA,11,24,27,27,1884,58.7,58,NA,66,"IC"
12,50800749,4877286,4877348,551200,551200,44,50,NA,25,28,28,28,28,28,27,27,NA,19,21,23,23,1563,51.4,55.8,54.7,57.1,"IC"
12,50800750,4877286,4877348,551073,551199,44,50,NA,28,27,27,28,24,28,27,26,NA,24,25,26,26,1769,56.4,60.1,60.2,61.5,"IC"
12,50800755,4877286,4877474,551089,551006,44,50,NA,3,23,20,24,22,24,23,19,NA,5,5,2,1,2214,60.3,61.9,NA,NA,"IC"
12,50800756,4877286,4877474,551112,551112,44,50,NA,21,27,28,25,25,27,2,0,NA,1,4,1,5,1807,59.8,NA,NA,NA,"IC"
12,50800757,4877286,4877474,551109,551109,44,50,NA,5,26,28,28,26,25,27,27,NA,20,19,22,25,2201,56.8,66.1,67.5,70,"IC"
12,50800758,4877286,4877474,551204,551026,44,50,NA,15,27,28,25,26,27,28,26,NA,16,14,6,10,2145,63.5,68,69.4,NA,"IC"
12,50800759,4877286,4877474,551101,551101,44,50,NA,22,20,24,27,27,26,27,28,NA,27,24,25,27,1801,60.5,59.4,61.8,71.1,"IC"
12,50800762,4877286,4877620,551141,551141,44,50,NA,7,15,27,28,18,21,27,23,NA,24,21,14,11,1683,60.2,67.6,71.5,NA,"IC"
12,50800767,4877535,4877171,551102,551102,44,50,NA,25,25,28,28,28,28,27,28,NA,27,24,27,20,1679,57.5,61.4,59.4,65.4,"IC"
12,50800773,4877535,4877300,551010,551115,44,50,NA,27,28,26,26,22,22,28,27,NA,26,28,24,24,1814,54.2,56.5,57.7,66.1,"IC"
12,50800775,4877535,4877337,551009,551113,44,50,NA,28,28,28,27,24,21,28,28,NA,28,25,24,21,1616,62.3,61,63.5,64.9,"IC"
12,50800776,4877535,4877337,551065,551053,44,50,NA,26,26,27,27,26,23,25,20,NA,19,16,9,11,1865,62,63.7,70.1,77.1,"IC"
12,50800778,4877535,4877397,551168,551168,44,50,NA,26,27,26,27,27,24,26,25,NA,21,19,17,17,1554,56.2,65.4,67.6,73.3,"IC"
12,50800782,4877535,4877481,551233,551041,44,50,NA,25,28,26,28,28,25,22,25,NA,13,9,6,6,1536,58.5,66.8,65.6,75.7,"IC"
12,50800783,4877535,4877481,551148,551148,44,50,NA,24,27,26,25,25,25,25,25,NA,20,24,22,20,1748,59.7,63.8,63.8,69.1,"IC"
12,50800791,4877502,4877289,551000,551100,44,50,NA,14,28,28,28,27,27,25,25,NA,24,26,25,25,1486,51.4,53.8,51.1,59.2,"IC"
12,50800792,4877502,4877289,551194,551042,44,50,NA,28,28,28,27,27,27,25,24,NA,24,25,27,20,1840,48.8,54.6,55.3,54.8,"IC"
12,50800795,4877502,4877459,551176,551176,44,50,NA,21,25,27,24,27,25,24,23,NA,4,2,8,21,1816,54.5,62.5,NA,63,"IC"
12,50800799,4877502,4877545,551226,551226,44,50,NA,27,28,27,28,28,25,27,28,NA,28,24,23,26,1594,55.1,58.5,60.6,62.5,"IC"
12,50800800,4877502,4877545,551092,551221,44,50,NA,12,27,27,26,28,23,28,28,NA,26,27,26,26,1632,61.3,68.7,66.9,62.3,"IC"
12,50800802,4877502,4877631,551216,551082,44,50,NA,9,26,17,26,25,27,26,27,NA,25,24,28,20,1771,55.3,63.9,64.5,68.5,"IC"
12,50800808,4877391,4877150,551104,551104,44,50,NA,17,25,27,28,28,28,28,28,NA,26,27,27,23,1823,61.2,64.9,68.3,76.4,"IC"
12,50800810,4877391,4877150,551099,551027,44,50,NA,17,28,27,27,27,26,24,25,NA,16,19,16,18,1588,56.1,64.4,63.4,76.4,"IC"
12,50800811,4877391,4877150,551082,551065,44,50,NA,17,24,27,28,28,27,26,20,NA,22,27,27,26,1976,56.6,62.7,NA,65.9,"IC"
12,50800814,4877391,4877197,551157,551157,44,50,NA,22,25,25,28,27,27,26,26,NA,25,26,24,27,1575,49.5,52.4,52.7,54,"IC"
12,50800816,4877391,4877197,551160,551160,44,50,NA,25,28,28,28,27,26,27,27,NA,25,25,24,24,1608,52.7,55.6,54.9,55.4,"IC"
12,50800821,4877391,4877340,551201,551201,44,50,NA,18,27,27,25,28,28,28,25,NA,24,21,21,22,1565,53.7,59.3,56.4,66.4,"IC"
12,50800822,4877391,4877340,551143,551030,44,50,NA,17,27,25,25,26,27,26,24,NA,24,23,26,24,1654,50.7,54.4,57.5,54,"IC"
12,50800826,4877391,4877432,551228,551228,44,50,NA,21,28,28,28,28,28,28,27,NA,25,21,26,18,1647,53.3,61.9,62.9,66.2,"IC"
12,50800827,4877391,4877432,551177,551177,44,50,NA,26,28,28,27,27,28,27,24,NA,27,22,12,11,1781,56.1,58.6,63.5,NA,"IC"
12,50800828,4877391,4877432,551004,551055,44,50,NA,26,28,28,22,25,27,25,25,NA,24,24,22,22,1375,53,55.7,55.9,61.7,"IC"
12,50800838,4877575,4877222,551029,NA,44,50,6,25,26,28,22,24,8,0,0,NA,NA,NA,NA,NA,1738,53.4,NA,NA,NA,"IC"
12,50800840,4877575,4877222,551016,551028,44,50,NA,14,27,26,24,27,28,27,25,NA,26,21,23,23,1618,51,53.1,52.7,NA,"IC"
12,50800841,4877575,4877222,551162,551162,44,50,NA,27,22,0,0,0,0,0,0,NA,2,1,1,3,1512,47.5,NA,NA,NA,"IC"
12,50800844,4877575,4877369,551096,551223,44,50,NA,15,24,26,26,26,27,27,27,NA,28,27,28,28,1936,46.5,57.6,56.6,62.1,"IC"
12,50800846,4877575,4877369,551045,551155,44,50,NA,19,27,21,28,25,28,25,27,NA,26,27,28,27,1727,55.8,62.1,59.5,63.7,"IC"
12,50800854,4877575,4877475,551138,551138,44,50,10,12,24,25,26,27,16,25,22,NA,5,0,0,0,1734,55,59.8,61.2,NA,"IC"
12,50800861,4877575,4877523,551041,551043,44,50,NA,27,27,28,25,21,26,26,18,NA,16,22,17,17,1533,51.8,52.7,NA,NA,"IC"
12,50800862,4877575,4877523,551142,NA,44,50,9,10,27,21,24,23,25,23,20,NA,NA,NA,NA,NA,1803,60.1,63.1,63.2,NA,"IC"
12,50800867,4877464,4877163,551166,551072,44,50,NA,18,25,28,27,27,26,28,28,NA,28,28,28,28,1756,57.2,58.2,60.9,62.5,"IC"
12,50800870,4877464,4877279,551196,551196,44,50,NA,15,28,27,28,27,28,27,27,NA,28,27,28,24,1772,53,55.3,56,58.1,"IC"
12,50800871,4877464,4877279,551191,551056,44,50,NA,9,27,26,27,27,28,28,25,NA,26,24,27,25,1690,48.4,56.1,59.2,59.8,"IC"
12,50800872,4877464,4877322,551242,551231,44,50,NA,14,20,24,17,6,7,16,12,NA,13,17,21,19,1807,59,60.3,NA,64.7,"IC"
12,50800874,4877464,4877322,551097,551224,44,50,NA,20,26,28,28,9,5,12,1,NA,1,3,1,0,1671,52.1,NA,NA,NA,"IC"
12,50800879,4877464,4877352,551217,551066,44,50,NA,13,24,26,27,23,25,28,26,NA,26,23,22,14,2167,57.4,61,64.1,64.4,"IC"
12,50800881,4877464,4877352,551207,551207,44,50,NA,16,27,28,28,28,28,28,28,NA,27,28,28,28,1779,56,61.3,58.4,63.2,"IC"
12,50800884,4877461,4877173,551117,551057,44,50,NA,28,28,26,24,26,25,27,25,NA,26,24,24,25,1800,48.3,58.6,58.8,62.2,"IC"
12,50800885,4877461,4877173,551066,551001,44,50,NA,24,23,26,28,28,27,25,28,NA,27,24,27,26,1613,49.8,56.4,53.8,56.9,"IC"
12,50800886,4877461,4877173,551076,551016,44,50,NA,27,27,28,26,26,18,26,24,NA,24,24,17,19,1532,50,58.4,56.7,68.9,"IC"
12,50800891,4877461,4877494,551003,551106,44,50,NA,19,26,25,28,27,26,26,26,NA,28,23,26,23,1806,54.1,63.2,59.2,64.3,"IC"
12,50800892,4877461,4877494,551031,NA,44,50,3,20,28,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,49.6,NA,NA,NA,"IC"
12,50800893,4877461,4877494,551184,551095,44,50,NA,24,28,22,27,25,26,26,27,NA,25,25,21,23,1651,54.8,56.8,60.9,62.8,"IC"
12,50800895,4877461,4877543,551118,551118,44,50,NA,28,26,28,27,28,26,26,25,NA,25,24,17,14,1636,51.8,58.6,62.6,58.7,"IC"
12,50800900,4877461,4877563,551030,NA,44,50,4,23,27,28,8,0,0,0,0,NA,NA,NA,NA,NA,1767,56.8,NA,NA,NA,"IC"
12,50800901,4877461,4877563,551121,551121,44,50,NA,21,28,27,28,24,26,25,23,NA,19,23,22,21,1561,56.5,60.2,58.2,63.4,"IC"
12,50800903,4877461,4877613,551046,551156,44,50,NA,21,27,27,28,28,27,28,28,NA,25,27,23,16,1843,50.8,58.6,58.5,57.9,"IC"
12,50800904,4877461,4877613,551145,551145,44,50,NA,5,26,28,28,25,26,27,24,NA,23,23,22,23,1544,50.6,55.9,60.1,58.9,"IC"
12,50800909,4877683,4877258,551035,551067,44,50,NA,16,23,23,27,23,24,26,25,NA,27,25,21,28,2216,60.3,66.1,66.6,67.1,"IC"
12,50800910,4877683,4877258,551068,551194,44,50,NA,7,19,25,26,24,22,18,13,NA,3,7,17,3,2267,63.5,73.1,NA,NA,"IC"
12,50800911,4877683,4877258,551202,551093,44,50,NA,14,26,24,26,24,26,27,28,NA,25,28,27,24,1761,53.9,59.1,56.9,57.6,"IC"
12,50800912,4877683,4877258,551048,551166,44,50,NA,24,24,28,28,27,26,26,20,NA,1,1,0,0,1803,59.1,64.9,63.3,NA,"IC"
12,50800916,4877683,4877437,551224,551036,44,50,NA,11,28,26,23,21,21,21,17,NA,18,24,21,16,1967,54.7,59,60.9,NA,"IC"
12,50800917,4877683,4877437,551234,551234,44,50,13,11,28,28,26,28,28,28,26,NA,27,26,27,21,1902,55.1,59,56.7,NA,"IC"
12,50800923,4877683,4877463,551146,551146,44,50,NA,0,20,23,21,24,26,26,28,NA,27,28,26,25,1845,52.6,59.4,57.5,57,"IC"
12,50800924,4877683,4877463,551187,551187,44,50,11,5,24,24,27,27,27,27,28,NA,26,2,0,0,1979,59.5,61.1,62.4,NA,"IC"
12,50800930,4877683,4877604,551072,551002,44,50,NA,19,25,28,27,25,27,28,27,NA,24,25,26,25,1627,56,65.4,68.4,65.5,"IC"
12,50800931,4877683,4877604,551084,NA,44,50,4,9,27,28,24,0,0,0,0,NA,NA,NA,NA,NA,1898,58.3,NA,NA,NA,"IC"
12,50800936,4877683,4877619,551054,551178,44,50,NA,20,27,28,28,27,26,28,27,NA,27,26,27,24,1685,53.9,56.8,56.1,60.2,"IC"
12,50800937,4877683,4877619,551058,551180,44,50,NA,12,26,18,15,18,23,19,23,NA,24,3,12,24,1909,59.8,62.9,65.4,70.6,"IC"
12,50800940,4877470,4877154,551158,551158,44,50,NA,27,27,26,26,21,24,25,21,NA,16,21,17,16,1599,51.1,59.1,58.2,68.1,"IC"
12,50800941,4877470,4877154,551215,551215,44,50,NA,27,28,26,27,25,26,26,26,NA,24,26,22,25,1686,50.2,55.4,60.1,67,"IC"
12,50800944,4877470,4877189,551197,551197,44,50,NA,28,27,27,28,26,28,26,24,NA,27,27,26,26,1805,57.8,57.5,59.9,60,"IC"
12,50800947,4877470,4877189,551203,551058,44,50,NA,24,28,28,27,28,27,27,28,NA,21,23,22,19,1671,57.4,58.6,58.1,62.5,"IC"
12,50800950,4877470,4877280,551149,551007,44,50,NA,27,28,25,27,27,28,27,27,NA,28,18,1,14,1816,56.8,62,65.7,72.2,"IC"
12,50800951,4877470,4877280,551161,551161,44,50,NA,23,28,28,27,26,25,26,22,NA,23,22,21,19,1610,52.5,57.7,56.6,65,"IC"
12,50800955,4877470,4877484,551230,551230,44,50,NA,19,28,24,28,26,25,24,28,NA,24,24,21,25,1578,57.4,61.4,64,65.8,"IC"
12,50800960,4877470,4877636,551135,551076,44,50,NA,15,24,28,28,26,27,27,27,NA,25,24,23,18,1605,57.3,62.1,60.9,71.5,"IC"
12,50800962,4877470,4877636,551212,551047,44,50,NA,14,28,28,28,25,28,26,27,NA,26,23,24,21,1541,58.8,62.7,62.5,69.5,"IC"
12,50800966,4877533,4877299,551128,551128,44,50,NA,13,26,27,25,27,27,27,27,NA,25,26,26,26,1940,61.8,65.4,70.6,77.3,"IC"
12,50800967,4877533,4877299,551231,551048,44,50,NA,26,28,28,28,27,27,27,28,NA,24,25,25,24,1751,51.1,56.4,59.3,65.2,"IC"
12,50800970,4877533,4877401,551103,551103,44,50,NA,16,20,20,26,28,27,25,26,NA,28,28,27,23,1788,56.5,65,64.6,68.6,"IC"
12,50800973,4877533,4877401,551139,551139,44,50,NA,25,24,23,26,24,27,26,28,NA,28,28,28,27,1964,58.7,61.7,67.5,66.2,"IC"
12,50800977,4877533,4877417,551238,551238,44,50,NA,22,28,28,28,27,26,27,26,NA,26,26,24,25,1875,58.3,56.4,60,62.5,"IC"
12,50800978,4877533,4877417,551227,551227,44,50,NA,22,28,26,17,23,14,27,25,NA,25,25,26,24,1861,57.7,65.2,68.3,65.9,"IC"
12,50800984,4877533,4877483,551213,551213,44,50,NA,0,28,28,27,26,27,28,26,NA,23,25,27,26,1766,61.7,67.5,68.3,74.6,"IC"
12,50800985,4877533,4877483,551106,551003,44,50,NA,24,24,26,28,24,27,26,25,NA,19,22,19,21,1808,62.8,65,69.1,68.8,"IC"
12,50800986,4877533,4877483,551044,551083,44,50,NA,24,28,28,28,23,21,24,24,NA,17,23,21,20,1807,60.4,63,68.3,71.3,"IC"
12,50800991,4877533,4877643,551024,551133,44,50,NA,18,28,27,27,25,24,27,28,NA,24,26,24,27,1714,57.4,60.6,65.2,64.2,"IC"
12,50800992,4877533,4877643,551008,551020,44,50,NA,20,25,25,27,28,28,27,28,NA,27,27,28,26,1803,65.5,71.3,69.9,70,"IC"
12,50800996,4877338,4877144,551013,551117,44,50,NA,22,28,28,28,27,25,27,26,NA,25,24,25,25,1741,56.1,60.9,62.1,61.3,"IC"
12,50801002,4877338,4877181,551164,551164,44,50,NA,19,24,24,28,27,27,27,26,NA,26,25,25,23,1685,56.6,60.1,58.5,64.7,"IC"
12,50801007,4877338,4877233,551006,551107,44,50,NA,0,24,27,28,28,28,28,20,NA,17,28,25,26,1578,56.8,59.5,59,62,"IC"
12,50801010,4877338,4877559,551026,551037,44,50,NA,28,26,28,27,25,26,28,25,NA,26,28,23,25,1413,51.3,55.8,56.3,54.3,"IC"
12,50801011,4877338,4877559,551038,551150,44,50,NA,20,28,27,26,25,26,26,26,NA,26,27,25,25,1620,56.9,61.1,63.2,60.7,"IC"
12,50801012,4877338,4877559,551005,551084,44,50,NA,26,28,28,28,28,28,27,27,NA,23,23,10,0,1382,52.4,56.7,53.5,NA,"IC"
12,50801013,4877338,4877559,551236,NA,44,50,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IC"
12,50801015,4877288,4877265,551185,551185,44,50,NA,21,28,24,27,26,26,24,27,NA,25,21,27,23,1838,55.5,64.3,65.6,69,"IC"
12,50801018,4877288,4877295,551153,551153,44,50,NA,20,27,27,27,27,19,25,24,NA,25,21,19,25,1486,52,58.5,58.7,63.2,"IC"
12,50801024,4877288,4877314,551132,551132,44,50,NA,6,24,25,24,22,22,25,24,NA,24,23,22,20,1443,50.6,56.9,55.1,66.5,"IC"
12,50801025,4877288,4877314,551222,551222,44,50,NA,26,28,28,27,25,28,26,15,NA,6,6,3,4,1556,58.3,59,NA,NA,"IC"
12,50801029,4877288,4877477,551223,551011,44,50,NA,25,24,26,27,26,26,25,22,NA,26,24,26,23,2013,56.4,59.4,61.7,64.2,"IC"
12,50801030,4877288,4877477,551159,551159,44,50,NA,25,27,26,26,24,25,24,21,NA,20,22,21,13,1702,51.2,58.5,61.5,60.9,"IC"
12,50801038,4877406,4877202,551170,551170,44,50,NA,20,28,25,28,24,25,25,27,NA,25,25,21,23,1684,52.6,60.3,56.8,60.8,"IC"
12,50801039,4877406,4877202,551022,551130,44,50,NA,15,28,28,27,27,27,27,28,NA,26,22,26,24,1915,60.5,64.8,66.6,63.6,"IC"
12,50801042,4877406,4877245,551015,551021,44,50,NA,27,28,25,24,25,23,24,25,NA,23,22,23,22,1802,54.1,61.4,60.7,64.5,"IC"
12,50801046,4877406,4877618,551125,551125,44,50,NA,27,27,28,28,27,27,28,26,NA,26,25,25,24,1387,53.8,55.1,54.9,59,"IC"
12,50801047,4877406,4877618,551211,551211,44,50,NA,21,28,26,26,26,25,14,3,NA,19,16,9,2,1662,52.5,NA,NA,NA,"IC"
12,50801468,4877551,4877195,551122,551122,45,50,NA,22,23,21,25,27,27,28,28,NA,26,26,27,22,1778,47.3,52.2,52.4,53.4,"IC"
12,50801471,4877551,4877283,551124,551124,45,50,NA,18,21,26,28,27,28,28,27,NA,28,26,27,27,1777,48.5,58.9,60.2,57.6,"IC"
12,50801477,4877599,4877380,551062,551186,45,50,NA,26,25,28,27,23,27,27,27,NA,24,25,23,20,1733,49.1,56.4,54.2,58.8,"IC"
12,50801481,4877599,4877487,551229,551031,45,50,NA,1,16,20,20,28,28,28,28,NA,28,27,27,25,1748,60.4,67.9,66.4,66,"IC"
12,50801485,4877599,4877676,551171,551068,45,50,NA,21,27,22,27,28,27,27,27,NA,26,26,25,17,1956,60.2,64.1,64,72.6,"IC"
12,50801489,4877445,4877145,551063,551188,45,50,NA,18,27,28,28,28,28,27,28,NA,27,27,26,19,1655,56.9,61.1,62.6,NA,"IC"
12,50801490,4877445,4877145,551115,551096,45,50,NA,14,28,28,27,28,25,28,27,NA,26,24,27,24,1709,54.2,57.5,57.2,57,"IC"
12,50801495,4877445,4877267,551140,551140,45,50,NA,15,23,28,28,28,25,26,26,NA,26,24,26,23,1891,58.1,68.7,65.3,74.5,"IC"
12,50801497,4877445,4877328,551144,551144,45,50,NA,23,27,23,27,25,28,25,28,NA,28,27,26,27,1575,51.9,59.6,57.3,53.3,"IC"
12,50801500,4877445,4877603,551032,551142,45,50,NA,15,18,23,20,16,17,2,1,NA,12,19,16,25,1684,59,NA,NA,62.7,"IC"
12,50801502,4877378,4877302,551150,551032,45,50,NA,20,28,27,25,25,23,26,19,NA,23,20,15,18,1808,51.3,53.2,54,NA,"IC"
12,50801509,4877378,4877316,551126,551054,45,50,NA,22,28,27,28,27,28,27,28,NA,28,27,25,27,1764,52.3,55.1,54.8,59.9,"IC"
12,50801513,4877378,4877482,551219,551219,45,50,NA,19,27,27,25,26,27,27,26,NA,22,18,21,16,1667,53.3,61.9,62.2,71.1,"IC"
12,50801518,4877277,4877196,551189,551189,45,50,NA,19,24,28,28,26,25,26,25,NA,23,23,24,25,1743,52,56,60.8,59.4,"IC"
12,50801519,4877277,4877196,551087,551210,45,50,NA,17,28,28,27,25,28,26,25,NA,24,21,22,23,1780,53.7,63.7,63.8,65.7,"IC"
12,50801522,4877277,4877364,551195,551008,45,50,NA,10,28,28,26,28,28,25,27,NA,22,16,20,12,1913,54.3,61,57.4,61.8,"IC"
12,50801523,4877277,4877364,551105,551061,45,50,NA,11,28,27,28,27,28,27,28,NA,27,28,27,28,1733,56,62.5,58.5,65.2,"IC"
12,50801525,4877277,4877469,551188,551087,45,50,NA,6,28,27,27,28,28,28,26,NA,25,25,25,10,1694,57.2,61.4,64.5,74.8,"IC"
12,50801526,4877277,4877611,551225,551225,45,50,NA,9,23,26,25,26,28,28,26,NA,28,28,26,28,1876,55.5,63.6,61.8,63.6,"IC"
12,50801529,4877277,4877611,551107,551022,45,50,NA,24,23,27,28,27,28,27,28,NA,28,28,27,27,1856,55.3,62.8,62.6,61.4,"IC"
12,50801531,4877650,4877210,551214,551214,45,50,NA,20,24,26,25,28,28,28,28,NA,28,7,2,4,1845,60.9,62.6,63.1,59.7,"IC"
12,50801536,4877650,4877220,551173,551173,45,50,NA,28,28,22,27,28,27,28,27,NA,26,27,23,24,1471,51.2,55.4,54.1,55.9,"IC"
12,50801540,4877650,4877436,551040,551151,45,50,NA,14,23,25,27,27,27,26,28,NA,27,26,28,28,1984,57,63,64.6,57.4,"IC"
12,50801542,4877650,4877566,551085,551209,45,50,NA,18,26,26,28,28,27,28,27,NA,26,27,28,28,1665,56,66.4,65.8,63.6,"IC"
12,50801543,4877650,4877566,551019,551126,45,50,NA,22,22,28,28,28,28,25,26,NA,7,1,0,2,1812,63.2,68.5,68.9,NA,"IC"
12,50801545,4877664,4877168,551056,551017,45,50,NA,16,27,27,28,27,27,27,25,NA,24,24,24,23,1480,50.1,55.9,57,52.9,"IC"
12,50801550,4877664,4877368,551025,551097,45,50,NA,11,20,22,28,28,26,25,27,NA,26,24,2,0,2018,51.5,63.5,67.8,NA,"IC"
12,50801551,4877664,4877368,551078,551204,45,50,NA,0,18,25,24,25,26,26,22,NA,22,18,22,20,1811,51.8,57.8,60.2,64.2,"IC"
12,50801564,4877286,4877474,551079,551206,45,50,NA,8,23,24,12,17,15,8,5,NA,3,8,3,1,2124,62.4,70.2,NA,72.7,"IC"
12,50801571,4877535,4877171,551237,551237,45,50,NA,27,28,27,28,25,26,26,25,NA,25,26,23,24,1689,52.1,59.1,61.7,63.7,"IC"
12,50801573,4877535,4877171,551071,551073,45,50,NA,28,27,28,28,27,26,28,28,NA,26,28,28,26,1727,54,61.4,58,62.7,"IC"
12,50801575,4877535,4877300,551180,551098,45,50,NA,20,28,28,26,27,27,28,28,NA,21,22,14,12,1703,54.1,57.9,59,NA,"IC"
12,50801576,4877535,4877300,551183,551012,45,50,NA,25,26,28,27,24,28,26,24,NA,25,18,23,19,1846,55.5,63,61.4,60.2,"IC"
12,50801578,4877535,4877337,551033,551143,45,50,NA,24,28,27,27,27,24,25,26,NA,24,25,25,21,1549,53.8,56.5,58,63.7,"IC"
12,50801582,4877535,4877397,551137,551137,45,50,NA,9,26,24,26,28,27,27,24,NA,27,28,26,27,1838,59.9,68.9,67.1,69.8,"IC"
12,50801587,4877535,4877481,551239,551239,45,50,NA,7,28,24,26,24,25,24,25,NA,23,22,24,16,1688,55.1,62.3,64.2,NA,"IC"
12,50801588,4877535,4877481,551131,551004,45,50,NA,17,28,28,26,26,25,27,27,NA,24,23,23,22,1644,56.4,59.1,57.6,68.5,"IC"
12,50801593,4877502,4877148,551248,551077,45,50,NA,19,24,26,24,26,28,28,27,NA,26,22,20,15,1849,61.9,67.5,62.8,67.2,"IC"
12,50801603,4877391,4877150,551246,551023,45,50,11,22,28,28,28,27,26,26,23,NA,22,12,0,0,1691,52.8,59.5,61.3,NA,"IC"
12,50801605,4877391,4877150,551059,551181,45,50,NA,27,27,27,25,28,28,28,26,NA,28,28,27,27,1625,55,58.7,63.8,60.6,"IC"
12,50801607,4877391,4877197,551095,551099,45,50,NA,20,28,28,27,26,24,24,23,NA,24,21,20,20,1434,50.3,58.2,58.7,59.2,"IC"
12,50801608,4877391,4877197,551247,551009,45,50,NA,23,28,28,27,27,26,27,26,NA,24,26,23,22,1677,52,58.2,61.3,67.3,"IC"
12,50801611,4877391,4877340,551243,551233,45,50,NA,20,24,21,25,25,23,21,26,NA,24,25,27,24,2008,52.4,63.8,60.9,NA,"IC"
12,50801615,4877391,4877432,551110,551110,45,50,NA,14,28,27,28,26,27,27,27,NA,23,24,24,22,1550,53.8,63.2,63.9,67.8,"IC"
12,50801617,4877391,4877432,551017,551038,45,50,NA,20,27,15,5,19,25,27,28,NA,27,15,3,1,1855,54.2,61.4,64,NA,"IC"
12,50801620,4877391,4877471,551163,551163,45,50,12,0,25,27,28,27,27,27,26,NA,24,25,11,0,1661,55.3,61.3,61.5,NA,"IC"
12,50801621,4877391,4877471,551098,551229,45,50,NA,20,28,27,25,24,26,27,28,NA,26,26,24,24,1493,53.2,57.9,54.7,61.5,"IC"
12,50801628,4877575,4877415,551245,551236,45,50,NA,5,19,20,25,25,27,25,28,NA,24,28,27,26,1970,55,59.2,62.9,62.7,"IC"
12,50801629,4877575,4877415,551209,551049,45,50,NA,16,28,27,28,27,26,24,28,NA,19,26,27,25,1872,54.3,56.4,58.1,54.4,"IC"
12,50801631,4877575,4877475,551081,551078,45,50,NA,12,21,26,28,28,16,25,28,NA,25,23,22,26,1693,53.9,58,55.1,60.5,"IC"
12,50801633,4877575,4877475,551152,551152,45,50,NA,14,25,24,27,27,28,27,28,NA,23,25,21,17,1838,54.6,64.1,61.5,NA,"IC"
12,50801634,4877575,4877475,551100,551018,45,50,NA,6,17,22,20,27,27,22,27,NA,25,20,23,25,2153,57.9,64.4,68.2,68.4,"IC"
12,50801636,4877575,4877523,551001,551033,45,50,NA,18,22,23,25,24,26,23,20,NA,26,24,19,20,1947,59.9,67.8,64.3,70.3,"IC"
12,50801637,4877575,4877523,551244,551235,45,50,NA,24,27,26,28,28,26,25,25,NA,20,26,24,27,2047,55.8,62.1,63.2,62.7,"IC"
12,50801638,4877575,4877523,551002,551105,45,50,NA,20,24,28,27,19,26,28,28,NA,28,26,26,21,1655,55.8,60.4,56.6,65.3,"IC"
12,50801641,4877464,4877163,551069,551195,45,50,NA,7,24,27,27,28,28,28,27,NA,28,28,26,27,1847,47.7,58.1,58.7,61.7,"IC"
12,50801644,4877464,4877279,551232,551232,45,50,NA,16,28,26,28,25,26,28,24,NA,26,26,28,26,1896,55.2,60.2,62.9,59.4,"IC"
12,50801652,4877461,4877173,551134,551134,45,50,NA,26,27,28,27,25,23,24,24,NA,25,24,22,11,1636,54.5,61.8,64.7,NA,"IC"
12,50801653,4877461,4877173,551034,551039,45,50,NA,24,28,28,26,27,27,26,28,NA,26,26,23,24,1511,52.2,59.4,60.2,62.1,"IC"
12,50801655,4877461,4877494,551027,551088,45,50,NA,2,26,28,28,27,26,27,26,NA,24,19,22,24,1684,54.3,60.4,60,58.4,"IC"
12,50801657,4877461,4877543,551007,551111,45,50,NA,12,25,27,26,26,26,27,27,NA,23,25,26,24,1709,55.8,63.7,63.6,NA,"IC"
12,50801659,4877461,4877543,551111,551094,45,50,NA,15,25,28,28,26,26,28,26,NA,24,26,25,26,1910,51.6,59.8,61.6,63.1,"IC"
12,50801664,4877461,4877613,551052,551062,45,50,NA,11,28,10,26,28,27,26,28,NA,28,27,25,24,1770,60,64.7,61.5,67.7,"IC"
